totalt_antal_fall,adm1_name,case_count,date,cum_confirmed_cases,c1_schoolclosing,c2_workplaceclosing,c3_cancelpublicevents,c4_restrictionsongatherings,c5_closepublictransport,c6_stayathomerequirements,c7_domestictravel,c8_internationaltravel,e1_incomesupport,e2_debtcontractrelief,h1_publicinfocampaign,h2_testingpolicy,h3_contacttracing,school_closure,work_from_home,no_public_gathering,no_private_gathering,travel_ban_local,travel_ban_intl_in,t,dow,month,year,day,adm1_id,longest_series,l_cum_confirmed_cases,D_l_cum_confirmed_cases,sample_avg,day_avg,p_swe_1,p_swe_2,p_swe_3,p_swe_4,p_swe_5,p_swe_6
475,"Gävleborg",14,"2020-03-31",100,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",31mar2020,2,3,2020,31,"Gävleborg",0,4.60517,.1508231,,,1,1,0,1,0,1
486,"Gävleborg",30,"2020-04-01",130,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",01apr2020,3,4,2020,1,"Gävleborg",0,4.867535,.2623644,,,1,1,1,1,0,1
554,"Gävleborg",17,"2020-04-02",147,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",02apr2020,4,4,2020,2,"Gävleborg",0,4.990433,.1228981,,,1,1,1,1,0,1
601,"Gävleborg",16,"2020-04-03",163,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",03apr2020,5,4,2020,3,"Gävleborg",0,5.09375,.1033173,,,1,1,1,1,0,1
357,"Gävleborg",12,"2020-04-04",175,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",04apr2020,6,4,2020,4,"Gävleborg",0,5.164786,.0710359,,,1,1,1,1,1,1
340,"Gävleborg",7,"2020-04-05",182,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",05apr2020,0,4,2020,5,"Gävleborg",0,5.204007,.0392208,,,1,1,1,1,1,1
389,"Gävleborg",12,"2020-04-06",194,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",06apr2020,1,4,2020,6,"Gävleborg",0,5.267858,.0638514,,,1,1,1,1,1,1
30,"Halland",0,"2020-03-04",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",04mar2020,3,3,2020,4,"Halland",0,,,,,0,0,0,0,0,0
25,"Halland",0,"2020-03-05",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",05mar2020,4,3,2020,5,"Halland",0,,,,,0,0,0,0,0,0
59,"Halland",0,"2020-03-06",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",06mar2020,5,3,2020,6,"Halland",0,,,,,0,0,0,0,0,0
33,"Halland",0,"2020-03-07",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",07mar2020,6,3,2020,7,"Halland",0,,,,,0,0,0,0,0,0
46,"Halland",1,"2020-03-08",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",08mar2020,0,3,2020,8,"Halland",0,,,,,0,0,0,0,0,0
101,"Halland",4,"2020-03-09",,0,0,0,0,0,0,0,0,0,0,2,1,2,"0","0","0","0","0","0",09mar2020,1,3,2020,9,"Halland",0,,,,,0,0,0,0,0,0
98,"Halland",1,"2020-03-10",,0,0,0,0,0,0,0,0,0,0,2,1,2,"0","0","0","0","0","0",10mar2020,2,3,2020,10,"Halland",0,,,,,0,0,0,0,0,0
196,"Halland",16,"2020-03-11",22,0,0,0,0,0,0,0,0,2,0,2,1,2,"0","0","0","0","0","0",11mar2020,3,3,2020,11,"Halland",0,3.091043,,,,0,0,0,0,0,0
151,"Halland",9,"2020-03-12",31,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",12mar2020,4,3,2020,12,"Halland",0,3.433987,.3429446,,,0,0,0,1,0,0
152,"Halland",9,"2020-03-13",40,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",13mar2020,5,3,2020,13,"Halland",0,3.688879,.2548923,,,0,0,0,1,0,0
71,"Halland",0,"2020-03-14",40,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",14mar2020,6,3,2020,14,"Halland",0,3.688879,0,,,0,0,0,1,0,0
69,"Halland",2,"2020-03-15",42,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",15mar2020,0,3,2020,15,"Halland",0,3.73767,.0487902,,,0,0,0,1,0,0
83,"Halland",1,"2020-03-16",43,0,0,0,2,0,0,0,0,2,1,2,1,2,"0","0","0","1","0","0",16mar2020,1,3,2020,16,"Halland",0,3.7612,.0235305,,,0,0,0,1,0,0
119,"Halland",3,"2020-03-17",46,0,0,0,2,0,0,0,0,2,1,2,1,2,"0","0","0","1","0","0",17mar2020,2,3,2020,17,"Halland",0,3.828641,.0674412,,,0,0,0,1,0,0
145,"Halland",2,"2020-03-18",48,1,0,0,2,0,0,0,0,2,1,2,1,2,"1","0","0","1","0","0",18mar2020,3,3,2020,18,"Halland",0,3.871201,.0425596,,,1,0,0,1,0,0
143,"Halland",2,"2020-03-19",50,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",19mar2020,4,3,2020,19,"Halland",0,3.912023,.040822,,,1,0,0,1,0,1
180,"Halland",5,"2020-03-20",55,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",20mar2020,5,3,2020,20,"Halland",0,4.007333,.0953102,,,1,0,0,1,0,1
134,"Halland",3,"2020-03-21",58,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",21mar2020,6,3,2020,21,"Halland",0,4.060443,.0531096,,,1,0,0,1,0,1
118,"Halland",1,"2020-03-22",59,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",22mar2020,0,3,2020,22,"Halland",0,4.077538,.0170946,,,1,0,0,1,0,1
182,"Halland",4,"2020-03-23",63,1,0,0,2,0,0,0,3,2,1,2,1,1,"1","0","0","1","0","1",23mar2020,1,3,2020,23,"Halland",0,4.143135,.0655971,,,1,0,0,1,0,1
230,"Halland",0,"2020-03-24",63,1,0,0,2,0,0,0,3,2,1,2,1,1,"1","0","0","1","0","1",24mar2020,2,3,2020,24,"Halland",0,4.143135,0,,,1,0,0,1,0,1
314,"Halland",7,"2020-03-25",70,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",25mar2020,3,3,2020,25,"Halland",0,4.248495,.1053605,,,1,1,0,1,0,1
286,"Halland",9,"2020-03-26",79,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",26mar2020,4,3,2020,26,"Halland",0,4.369448,.1209526,,,1,1,0,1,0,1
365,"Halland",3,"2020-03-27",82,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",27mar2020,5,3,2020,27,"Halland",0,4.406719,.0372715,,,1,1,0,1,0,1
300,"Halland",6,"2020-03-28",88,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",28mar2020,6,3,2020,28,"Halland",0,4.477337,.0706177,,,1,1,0,1,0,1
280,"Halland",2,"2020-03-29",90,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",29mar2020,0,3,2020,29,"Halland",0,4.49981,.0224729,,,1,1,0,1,0,1
416,"Halland",5,"2020-03-30",95,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",30mar2020,1,3,2020,30,"Halland",0,4.553877,.0540671,,,1,1,0,1,0,1
475,"Halland",7,"2020-03-31",102,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",31mar2020,2,3,2020,31,"Halland",0,4.624973,.0710959,,,1,1,0,1,0,1
486,"Halland",4,"2020-04-01",106,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",01apr2020,3,4,2020,1,"Halland",0,4.663439,.0384665,,,1,1,1,1,0,1
554,"Halland",9,"2020-04-02",115,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",02apr2020,4,4,2020,2,"Halland",0,4.744932,.0814929,,,1,1,1,1,0,1
601,"Halland",12,"2020-04-03",127,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",03apr2020,5,4,2020,3,"Halland",0,4.844187,.0992551,,,1,1,1,1,0,1
357,"Halland",2,"2020-04-04",129,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",04apr2020,6,4,2020,4,"Halland",0,4.859812,.015625,,,1,1,1,1,1,1
340,"Halland",3,"2020-04-05",132,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",05apr2020,0,4,2020,5,"Halland",0,4.882802,.0229897,,,1,1,1,1,1,1
389,"Halland",10,"2020-04-06",142,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",06apr2020,1,4,2020,6,"Halland",0,4.955827,.0730252,,,1,1,1,1,1,1
30,"Jämtland_Härjedalen",0,"2020-03-04",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",04mar2020,3,3,2020,4,"Jämtland_Härjedalen",0,,,,,0,0,0,0,0,0
25,"Jämtland_Härjedalen",0,"2020-03-05",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",05mar2020,4,3,2020,5,"Jämtland_Härjedalen",0,,,,,0,0,0,0,0,0
59,"Jämtland_Härjedalen",0,"2020-03-06",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",06mar2020,5,3,2020,6,"Jämtland_Härjedalen",0,,,,,0,0,0,0,0,0
33,"Jämtland_Härjedalen",0,"2020-03-07",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",07mar2020,6,3,2020,7,"Jämtland_Härjedalen",0,,,,,0,0,0,0,0,0
46,"Jämtland_Härjedalen",0,"2020-03-08",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",08mar2020,0,3,2020,8,"Jämtland_Härjedalen",0,,,,,0,0,0,0,0,0
101,"Jämtland_Härjedalen",0,"2020-03-09",,0,0,0,0,0,0,0,0,0,0,2,1,2,"0","0","0","0","0","0",09mar2020,1,3,2020,9,"Jämtland_Härjedalen",0,,,,,0,0,0,0,0,0
98,"Jämtland_Härjedalen",0,"2020-03-10",,0,0,0,0,0,0,0,0,0,0,2,1,2,"0","0","0","0","0","0",10mar2020,2,3,2020,10,"Jämtland_Härjedalen",0,,,,,0,0,0,0,0,0
196,"Jämtland_Härjedalen",3,"2020-03-11",,0,0,0,0,0,0,0,0,2,0,2,1,2,"0","0","0","0","0","0",11mar2020,3,3,2020,11,"Jämtland_Härjedalen",0,,,,,0,0,0,0,0,0
151,"Jämtland_Härjedalen",5,"2020-03-12",,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",12mar2020,4,3,2020,12,"Jämtland_Härjedalen",0,,,,,0,0,0,1,0,0
152,"Jämtland_Härjedalen",3,"2020-03-13",11,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",13mar2020,5,3,2020,13,"Jämtland_Härjedalen",0,2.397895,,,,0,0,0,1,0,0
71,"Jämtland_Härjedalen",3,"2020-03-14",14,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",14mar2020,6,3,2020,14,"Jämtland_Härjedalen",0,2.639057,.2411621,,,0,0,0,1,0,0
69,"Jämtland_Härjedalen",7,"2020-03-15",21,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",15mar2020,0,3,2020,15,"Jämtland_Härjedalen",0,3.044523,.4054651,,,0,0,0,1,0,0
83,"Jämtland_Härjedalen",1,"2020-03-16",22,0,0,0,2,0,0,0,0,2,1,2,1,2,"0","0","0","1","0","0",16mar2020,1,3,2020,16,"Jämtland_Härjedalen",0,3.091043,.04652,,,0,0,0,1,0,0
119,"Jämtland_Härjedalen",0,"2020-03-17",22,0,0,0,2,0,0,0,0,2,1,2,1,2,"0","0","0","1","0","0",17mar2020,2,3,2020,17,"Jämtland_Härjedalen",0,3.091043,0,,,0,0,0,1,0,0
145,"Jämtland_Härjedalen",4,"2020-03-18",26,1,0,0,2,0,0,0,0,2,1,2,1,2,"1","0","0","1","0","0",18mar2020,3,3,2020,18,"Jämtland_Härjedalen",0,3.258096,.1670539,,,1,0,0,1,0,0
143,"Jämtland_Härjedalen",1,"2020-03-19",27,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",19mar2020,4,3,2020,19,"Jämtland_Härjedalen",0,3.295837,.0377405,,,1,0,0,1,0,1
180,"Jämtland_Härjedalen",3,"2020-03-20",30,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",20mar2020,5,3,2020,20,"Jämtland_Härjedalen",0,3.401197,.1053605,,,1,0,0,1,0,1
134,"Jämtland_Härjedalen",14,"2020-03-21",44,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",21mar2020,6,3,2020,21,"Jämtland_Härjedalen",0,3.78419,.3829923,,,1,0,0,1,0,1
118,"Jämtland_Härjedalen",9,"2020-03-22",53,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",22mar2020,0,3,2020,22,"Jämtland_Härjedalen",0,3.970292,.1861022,,,1,0,0,1,0,1
182,"Jämtland_Härjedalen",0,"2020-03-23",53,1,0,0,2,0,0,0,3,2,1,2,1,1,"1","0","0","1","0","1",23mar2020,1,3,2020,23,"Jämtland_Härjedalen",0,3.970292,0,,,1,0,0,1,0,1
230,"Jämtland_Härjedalen",4,"2020-03-24",57,1,0,0,2,0,0,0,3,2,1,2,1,1,"1","0","0","1","0","1",24mar2020,2,3,2020,24,"Jämtland_Härjedalen",0,4.043051,.0727594,,,1,0,0,1,0,1
314,"Jämtland_Härjedalen",2,"2020-03-25",59,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",25mar2020,3,3,2020,25,"Jämtland_Härjedalen",0,4.077538,.0344863,,,1,1,0,1,0,1
286,"Jämtland_Härjedalen",7,"2020-03-26",66,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",26mar2020,4,3,2020,26,"Jämtland_Härjedalen",0,4.189655,.1121173,,,1,1,0,1,0,1
365,"Jämtland_Härjedalen",3,"2020-03-27",69,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",27mar2020,5,3,2020,27,"Jämtland_Härjedalen",0,4.234107,.0444517,,,1,1,0,1,0,1
300,"Jämtland_Härjedalen",8,"2020-03-28",77,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",28mar2020,6,3,2020,28,"Jämtland_Härjedalen",0,4.343805,.1096988,,,1,1,0,1,0,1
280,"Jämtland_Härjedalen",2,"2020-03-29",79,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",29mar2020,0,3,2020,29,"Jämtland_Härjedalen",0,4.369448,.0256424,,,1,1,0,1,0,1
416,"Jämtland_Härjedalen",2,"2020-03-30",81,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",30mar2020,1,3,2020,30,"Jämtland_Härjedalen",0,4.394449,.0250015,,,1,1,0,1,0,1
475,"Jämtland_Härjedalen",1,"2020-03-31",82,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",31mar2020,2,3,2020,31,"Jämtland_Härjedalen",0,4.406719,.01227,,,1,1,0,1,0,1
486,"Jämtland_Härjedalen",0,"2020-04-01",82,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",01apr2020,3,4,2020,1,"Jämtland_Härjedalen",0,4.406719,0,,,1,1,1,1,0,1
554,"Jämtland_Härjedalen",4,"2020-04-02",86,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",02apr2020,4,4,2020,2,"Jämtland_Härjedalen",0,4.454347,.0476279,,,1,1,1,1,0,1
601,"Jämtland_Härjedalen",2,"2020-04-03",88,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",03apr2020,5,4,2020,3,"Jämtland_Härjedalen",0,4.477337,.0229897,,,1,1,1,1,0,1
357,"Jämtland_Härjedalen",2,"2020-04-04",90,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",04apr2020,6,4,2020,4,"Jämtland_Härjedalen",0,4.49981,.0224729,,,1,1,1,1,1,1
340,"Jämtland_Härjedalen",0,"2020-04-05",90,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",05apr2020,0,4,2020,5,"Jämtland_Härjedalen",0,4.49981,0,,,1,1,1,1,1,1
389,"Jämtland_Härjedalen",4,"2020-04-06",94,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",06apr2020,1,4,2020,6,"Jämtland_Härjedalen",0,4.543295,.0434852,,,1,1,1,1,1,1
30,"Jönköping",0,"2020-03-04",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",04mar2020,3,3,2020,4,"Jönköping",0,,,,,0,0,0,0,0,0
25,"Jönköping",0,"2020-03-05",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",05mar2020,4,3,2020,5,"Jönköping",0,,,,,0,0,0,0,0,0
59,"Jönköping",0,"2020-03-06",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",06mar2020,5,3,2020,6,"Jönköping",0,,,,,0,0,0,0,0,0
33,"Jönköping",0,"2020-03-07",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",07mar2020,6,3,2020,7,"Jönköping",0,,,,,0,0,0,0,0,0
46,"Jönköping",2,"2020-03-08",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",08mar2020,0,3,2020,8,"Jönköping",0,,,,,0,0,0,0,0,0
101,"Jönköping",6,"2020-03-09",10,0,0,0,0,0,0,0,0,0,0,2,1,2,"0","0","0","0","0","0",09mar2020,1,3,2020,9,"Jönköping",0,2.302585,,,,0,0,0,0,0,0
98,"Jönköping",0,"2020-03-10",10,0,0,0,0,0,0,0,0,0,0,2,1,2,"0","0","0","0","0","0",10mar2020,2,3,2020,10,"Jönköping",0,2.302585,0,,,0,0,0,0,0,0
196,"Jönköping",16,"2020-03-11",26,0,0,0,0,0,0,0,0,2,0,2,1,2,"0","0","0","0","0","0",11mar2020,3,3,2020,11,"Jönköping",0,3.258096,.9555113,,,0,0,0,0,0,0
151,"Jönköping",7,"2020-03-12",33,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",12mar2020,4,3,2020,12,"Jönköping",0,3.496508,.2384112,,,0,0,0,1,0,0
152,"Jönköping",4,"2020-03-13",37,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",13mar2020,5,3,2020,13,"Jönköping",0,3.610918,.1144102,,,0,0,0,1,0,0
71,"Jönköping",0,"2020-03-14",37,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",14mar2020,6,3,2020,14,"Jönköping",0,3.610918,0,,,0,0,0,1,0,0
69,"Jönköping",4,"2020-03-15",41,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",15mar2020,0,3,2020,15,"Jönköping",0,3.713572,.1026542,,,0,0,0,1,0,0
83,"Jönköping",2,"2020-03-16",43,0,0,0,2,0,0,0,0,2,1,2,1,2,"0","0","0","1","0","0",16mar2020,1,3,2020,16,"Jönköping",0,3.7612,.0476282,,,0,0,0,1,0,0
119,"Jönköping",1,"2020-03-17",44,0,0,0,2,0,0,0,0,2,1,2,1,2,"0","0","0","1","0","0",17mar2020,2,3,2020,17,"Jönköping",0,3.78419,.0229895,,,0,0,0,1,0,0
145,"Jönköping",2,"2020-03-18",46,1,0,0,2,0,0,0,0,2,1,2,1,2,"1","0","0","1","0","0",18mar2020,3,3,2020,18,"Jönköping",0,3.828641,.0444517,,,1,0,0,1,0,0
143,"Jönköping",2,"2020-03-19",48,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",19mar2020,4,3,2020,19,"Jönköping",0,3.871201,.0425596,,,1,0,0,1,0,1
180,"Jönköping",3,"2020-03-20",51,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",20mar2020,5,3,2020,20,"Jönköping",0,3.931826,.0606246,,,1,0,0,1,0,1
134,"Jönköping",4,"2020-03-21",55,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",21mar2020,6,3,2020,21,"Jönköping",0,4.007333,.0755076,,,1,0,0,1,0,1
118,"Jönköping",1,"2020-03-22",56,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",22mar2020,0,3,2020,22,"Jönköping",0,4.025352,.0180182,,,1,0,0,1,0,1
182,"Jönköping",2,"2020-03-23",58,1,0,0,2,0,0,0,3,2,1,2,1,1,"1","0","0","1","0","1",23mar2020,1,3,2020,23,"Jönköping",0,4.060443,.0350914,,,1,0,0,1,0,1
230,"Jönköping",5,"2020-03-24",63,1,0,0,2,0,0,0,3,2,1,2,1,1,"1","0","0","1","0","1",24mar2020,2,3,2020,24,"Jönköping",0,4.143135,.0826917,,,1,0,0,1,0,1
314,"Jönköping",7,"2020-03-25",70,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",25mar2020,3,3,2020,25,"Jönköping",0,4.248495,.1053605,,,1,1,0,1,0,1
286,"Jönköping",9,"2020-03-26",79,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",26mar2020,4,3,2020,26,"Jönköping",0,4.369448,.1209526,,,1,1,0,1,0,1
365,"Jönköping",15,"2020-03-27",94,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",27mar2020,5,3,2020,27,"Jönköping",0,4.543295,.1738472,,,1,1,0,1,0,1
300,"Jönköping",10,"2020-03-28",104,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",28mar2020,6,3,2020,28,"Jönköping",0,4.644391,.1010962,,,1,1,0,1,0,1
280,"Jönköping",8,"2020-03-29",112,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",29mar2020,0,3,2020,29,"Jönköping",0,4.718499,.0741076,,,1,1,0,1,0,1
416,"Jönköping",15,"2020-03-30",127,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",30mar2020,1,3,2020,30,"Jönköping",0,4.844187,.1256886,,,1,1,0,1,0,1
475,"Jönköping",17,"2020-03-31",144,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",31mar2020,2,3,2020,31,"Jönköping",0,4.969813,.1256261,,,1,1,0,1,0,1
486,"Jönköping",13,"2020-04-01",157,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",01apr2020,3,4,2020,1,"Jönköping",0,5.056246,.0864325,,,1,1,1,1,0,1
554,"Jönköping",32,"2020-04-02",189,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",02apr2020,4,4,2020,2,"Jönköping",0,5.241747,.1855011,,,1,1,1,1,0,1
601,"Jönköping",29,"2020-04-03",218,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",03apr2020,5,4,2020,3,"Jönköping",0,5.384495,.1427484,,,1,1,1,1,0,1
357,"Jönköping",15,"2020-04-04",233,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",04apr2020,6,4,2020,4,"Jönköping",0,5.451038,.0665431,,,1,1,1,1,1,1
340,"Jönköping",12,"2020-04-05",245,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",05apr2020,0,4,2020,5,"Jönköping",0,5.501258,.05022,,,1,1,1,1,1,1
389,"Jönköping",10,"2020-04-06",255,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",06apr2020,1,4,2020,6,"Jönköping",0,5.541264,.0400052,,,1,1,1,1,1,1
30,"Kalmar",0,"2020-03-04",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",04mar2020,3,3,2020,4,"Kalmar",0,,,,,0,0,0,0,0,0
25,"Kalmar",0,"2020-03-05",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",05mar2020,4,3,2020,5,"Kalmar",0,,,,,0,0,0,0,0,0
59,"Kalmar",0,"2020-03-06",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",06mar2020,5,3,2020,6,"Kalmar",0,,,,,0,0,0,0,0,0
33,"Kalmar",0,"2020-03-07",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",07mar2020,6,3,2020,7,"Kalmar",0,,,,,0,0,0,0,0,0
46,"Kalmar",0,"2020-03-08",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",08mar2020,0,3,2020,8,"Kalmar",0,,,,,0,0,0,0,0,0
101,"Kalmar",0,"2020-03-09",,0,0,0,0,0,0,0,0,0,0,2,1,2,"0","0","0","0","0","0",09mar2020,1,3,2020,9,"Kalmar",0,,,,,0,0,0,0,0,0
98,"Kalmar",1,"2020-03-10",,0,0,0,0,0,0,0,0,0,0,2,1,2,"0","0","0","0","0","0",10mar2020,2,3,2020,10,"Kalmar",0,,,,,0,0,0,0,0,0
196,"Kalmar",2,"2020-03-11",,0,0,0,0,0,0,0,0,2,0,2,1,2,"0","0","0","0","0","0",11mar2020,3,3,2020,11,"Kalmar",0,,,,,0,0,0,0,0,0
151,"Kalmar",2,"2020-03-12",,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",12mar2020,4,3,2020,12,"Kalmar",0,,,,,0,0,0,1,0,0
152,"Kalmar",0,"2020-03-13",,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",13mar2020,5,3,2020,13,"Kalmar",0,,,,,0,0,0,1,0,0
71,"Kalmar",2,"2020-03-14",,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",14mar2020,6,3,2020,14,"Kalmar",0,,,,,0,0,0,1,0,0
69,"Kalmar",0,"2020-03-15",,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",15mar2020,0,3,2020,15,"Kalmar",0,,,,,0,0,0,1,0,0
83,"Kalmar",0,"2020-03-16",,0,0,0,2,0,0,0,0,2,1,2,1,2,"0","0","0","1","0","0",16mar2020,1,3,2020,16,"Kalmar",0,,,,,0,0,0,1,0,0
119,"Kalmar",0,"2020-03-17",,0,0,0,2,0,0,0,0,2,1,2,1,2,"0","0","0","1","0","0",17mar2020,2,3,2020,17,"Kalmar",0,,,,,0,0,0,1,0,0
145,"Kalmar",1,"2020-03-18",,1,0,0,2,0,0,0,0,2,1,2,1,2,"1","0","0","1","0","0",18mar2020,3,3,2020,18,"Kalmar",0,,,,,1,0,0,1,0,0
143,"Kalmar",1,"2020-03-19",,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",19mar2020,4,3,2020,19,"Kalmar",0,,,,,1,0,0,1,0,1
180,"Kalmar",1,"2020-03-20",10,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",20mar2020,5,3,2020,20,"Kalmar",0,2.302585,,,,1,0,0,1,0,1
